Paragraph_ID,Paragraph,Gold Annotation,structure_type,entity_type,relation_type,condition_type,noise_type
P0769,"The report starts by observing that the connection varies across environments. Within specific circumstances, the summary indicates that Protein Z, Signal EE, and, in a more restricted version, Drug Y strengthens Indicator Tau. This phrasing prevents the audience from treating the assertion as universal. The account finishes without expanding the assertion beyond the defined requirement. A secondary comment states that not every description specifies the complete environment, but the primary tuple remains definite enough to document. The analyst must consequently overlook the adjacent but non-pertinent hint.","[{""e1"": ""Protein Z"", ""e2"": ""Indicator Tau"", ""relation"": ""strengthens"", ""condition"": ""specific circumstances""}, {""e1"": ""Signal EE"", ""e2"": ""Indicator Tau"", ""relation"": ""strengthens"", ""condition"": ""specific circumstances""}, {""e1"": ""Drug Y"", ""e2"": ""Indicator Tau"", ""relation"": ""strengthens"", ""condition"": ""specific circumstances""}]",leading_condition,nested,increase,weak_implicit,partial_information
P0772,"The proof is provided as situational rather than global. Within the presence of state eta, the significant trend is that Trigger J, Agent BB, and, in some accounts, Substance A strengthen Balance Sigma. In contrast, during phase sigma, Trigger J strengthens Balance Sigma. The specific phrasing carries more weight here than any universal prior assumption. No general assertion is authorized beyond the specified situation. Pattern N is only slightly linked to Module K within the observation window rose, but that secondary observation does not concern Balance Sigma. The surrounding terminology opposes a universal interpretation.","[{""e1"": ""Trigger J"", ""e2"": ""Balance Sigma"", ""relation"": ""strengthen"", ""condition"": ""state eta""}, {""e1"": ""Agent BB"", ""e2"": ""Balance Sigma"", ""relation"": ""strengthen"", ""condition"": ""state eta""}, {""e1"": ""Substance A"", ""e2"": ""Balance Sigma"", ""relation"": ""strengthen"", ""condition"": ""state eta""}, {""e1"": ""Trigger J"", ""e2"": ""Balance Sigma"", ""relation"": ""strengthens"", ""condition"": ""phase sigma""}]",leading_condition,nested,increase,multi_condition,distractor_relation
P0773,"The trend is addressed with care because it does not extrapolate smoothly. During phase mu, the summary indicates that Mechanism AA, Intervention FF, and, in several instances, Input K strengthen Outcome P. Even so, within condition delta, Mechanism AA strengthens Outcome P. Consequently, the connection cannot be understood separately from its defined environment. The concluding statement leaves the relation explicitly limited by the condition. The entities are presented early, yet the report delays the primary requirement until a subsequent sentence that identifies phase mu. The analyst must therefore overlook the adjacent but non-pertinent hint.","[{""e1"": ""Mechanism AA"", ""e2"": ""Outcome P"", ""relation"": ""strengthen"", ""condition"": ""phase mu""}, {""e1"": ""Intervention FF"", ""e2"": ""Outcome P"", ""relation"": ""strengthen"", ""condition"": ""phase mu""}, {""e1"": ""Input K"", ""e2"": ""Outcome P"", ""relation"": ""strengthen"", ""condition"": ""phase mu""}, {""e1"": ""Mechanism AA"", ""e2"": ""Outcome P"", ""relation"": ""strengthens"", ""condition"": ""condition delta""}]",leading_condition,nested,increase,multi_condition,sentence_distance
P0774,"The account initially presents the entities and only subsequently restricts the relevant environment. Within phase sigma, the significant trend indicates that Signal V, Protein Z, and, in several instances, Intervention FF amplify Profile Psi. However, once the situation changes to setting upsilon, Signal V strengthens Profile Psi. This differentiation is crucial because adjacent assertions could easily be misinterpreted as universal. Nothing in the report converts the condition-restricted observation into a global principle. At one point, the passage acknowledges that some descriptions condense the specifics, even though the primary connection remains identifiable. The specific focus of the documentation remains restricted to phase sigma.","[{""e1"": ""Signal V"", ""e2"": ""Profile Psi"", ""relation"": ""amplify"", ""condition"": ""phase sigma""}, {""e1"": ""Protein Z"", ""e2"": ""Profile Psi"", ""relation"": ""amplify"", ""condition"": ""phase sigma""}, {""e1"": ""Intervention FF"", ""e2"": ""Profile Psi"", ""relation"": ""amplify"", ""condition"": ""phase sigma""}, {""e1"": ""Signal V"", ""e2"": ""Profile Psi"", ""relation"": ""strengthens"", ""condition"": ""setting upsilon""}]",leading_condition,nested,increase,multi_condition,partial_information
P0775,"The surrounding commentary does not treat the connection as consistent. Within condition gamma, the significant trend is that Exposure T, Compound Q, and, in some accounts, Signal EE drives up Indicator Tau. In contrast, Exposure T strengthens Indicator Tau during phase sigma. The specific phrasing carries more weight here than any universal prior assumption. The concluding statement leaves the relation explicitly limited by the requirement. A secondary note suggests that Compound Q leads to a reduced Indicator Tau elsewhere, though not within the standard used for documentation. The analyst must consequently overlook the adjacent but non-pertinent hint.","[{""e1"": ""Exposure T"", ""e2"": ""Indicator Tau"", ""relation"": ""drives up"", ""condition"": ""condition gamma""}, {""e1"": ""Compound Q"", ""e2"": ""Indicator Tau"", ""relation"": ""drives up"", ""condition"": ""condition gamma""}, {""e1"": ""Signal EE"", ""e2"": ""Indicator Tau"", ""relation"": ""drives up"", ""condition"": ""condition gamma""}, {""e1"":""Exposure T"",""e2"":""Indicator Tau"",""relation"":""strengthens"",""condition"":""phase sigma""}, {""e1"":""Compound Q"",""e2"":""Indicator Tau"",""relation"":""leads to reduced"",""condition"":""elsewhere""}]",leading_condition,nested,increase,multi_condition,conflicting_signal
P0776,"The report highlights that the identified trend relies on specific circumstances. Within state eta, Substance B, Compound N, and, in several instances, Element L are characterized as a configuration that reduces Symptom Q. This phrasing prevents the audience from treating the assertion as universal. The account finishes without expanding the claim beyond the defined requirement. The passage then employs a condensed mention of the previous entity arrangement. No general assertion is authorized beyond the specified situation.","[{""e1"": ""Substance B"", ""e2"": ""Symptom Q"", ""relation"": ""reduces"", ""condition"": ""state eta""}, {""e1"": ""Compound N"", ""e2"": ""Symptom Q"", ""relation"": ""reduces"", ""condition"": ""state eta""}, {""e1"": ""Element L"", ""e2"": ""Symptom Q"", ""relation"": ""reduces"", ""condition"": ""state eta""}]",leading_condition,nested,decrease,explicit,coreference_noise
P0777,"The account initially presents the entities and only subsequently restricts the relevant environment. Within the presence of context tau, the significant trend indicates that Exposure DD, Substance B, and, in a more restricted version, Agent R reduce Indicator Tau. No general assertion is authorized beyond the specified situation. No general assertion is authorized beyond the specified situation. Outcome H shows a minor relationship with Module K within background state amber, but that secondary observation does not concern Indicator Tau. The specific focus of the documentation remains restricted to context tau.","[{""e1"": ""Exposure DD"", ""e2"": ""Indicator Tau"", ""relation"": ""reduce"", ""condition"": ""context tau""}, {""e1"": ""Substance B"", ""e2"": ""Indicator Tau"", ""relation"": ""reduce"", ""condition"": ""context tau""}, {""e1"": ""Agent R"", ""e2"": ""Indicator Tau"", ""relation"": ""reduce"", ""condition"": ""context tau""}]",leading_condition,nested,decrease,explicit,distractor_relation
P0778,"The report highlights that the identified trend relies on specific circumstances. Within phase sigma, Module CC, Substance A, and, in a more restricted version, Compound N are characterized as a configuration that reduces Profile Psi. The specific phrasing maintains the bond between the assertion and phase sigma. Nothing in the passage transforms the condition-restricted observation into a universal rule. The entities are presented early, yet the account delays the primary requirement until a subsequent sentence that identifies phase sigma. That additional comment serves only as interference for the analyst.","[{""e1"": ""Module CC"", ""e2"": ""Profile Psi"", ""relation"": ""reduces"", ""condition"": ""phase sigma""}, {""e1"": ""Substance A"", ""e2"": ""Profile Psi"", ""relation"": ""reduces"", ""condition"": ""phase sigma""}, {""e1"": ""Compound N"", ""e2"": ""Profile Psi"", ""relation"": ""reduces"", ""condition"": ""phase sigma""}]",leading_condition,nested,decrease,explicit,sentence_distance
P0779,"The surrounding commentary does not treat the connection as consistent. Within context xi, Element L, Module CC, and, in several instances, Substance B reduce Indicator Tau. The specific phrasing maintains the bond between the assertion and context xi. The account finishes by preserving the claim's situational boundary. A secondary comment states that the documentation is unfinished, but the primary tuple remains definite enough to document. The specific focus of the documentation remains restricted to context xi.","[{""e1"": ""Element L"", ""e2"": ""Indicator Tau"", ""relation"": ""reduce"", ""condition"": ""context xi""}, {""e1"": ""Module CC"", ""e2"": ""Indicator Tau"", ""relation"": ""reduce"", ""condition"": ""context xi""}, {""e1"": ""Substance B"", ""e2"": ""Indicator Tau"", ""relation"": ""reduce"", ""condition"": ""context xi""}]",leading_condition,nested,decrease,explicit,partial_information
P0780,"The report accommodates both reinforcing and conflicting signals. Within group iota, the significant trend indicates that Compound Q, Exposure DD, and, in several instances, Factor X reduce Balance Sigma. The specific phrasing maintains the bond between the assertion and group iota. No general assertion is authorized beyond the specified situation. A secondary note suggests that Exposure DD strengthens Balance Sigma elsewhere, though not within the standard used for documentation. The analyst must consequently overlook the adjacent but non-pertinent hint.","[{""e1"": ""Compound Q"", ""e2"": ""Balance Sigma"", ""relation"": ""reduce"", ""condition"": ""group iota""}, {""e1"": ""Exposure DD"", ""e2"": ""Balance Sigma"", ""relation"": ""reduce"", ""condition"": ""group iota""}, {""e1"":""Factor X"",""e2"":""Balance Sigma"",""relation"":""reduce"",""condition"":""group iota""}, {""e1"":""Exposure DD"",""e2"":""Balance Sigma"",""relation"":""strengthens"",""condition"":""elsewhere""}]",leading_condition,nested,decrease,explicit,conflicting_signal
P0781,"The report begins by framing the trend as context-dependent. Specifically within phase lambda, the significant pattern indicates that Protein Z, Signal EE, and, in a more restricted version, Drug Y are followed by reduced Effect R. The account never separates the relation from phase lambda. The passage finishes without expanding the assertion beyond the defined requirement. Subsequently, they are mentioned again using the phrase ""the same profile,"" but that repetition does not introduce a new target tuple. That additional comment serves only as interference for the analyst.","[{""e1"": ""Protein Z"", ""e2"": ""Effect R"", ""relation"": ""are followed by reduced"", ""condition"": ""phase lambda""}, {""e1"": ""Signal EE"", ""e2"": ""Effect R"", ""relation"": ""are followed by reduced"", ""condition"": ""phase lambda""}, {""e1"": ""Drug Y"", ""e2"": ""Effect R"", ""relation"": ""are followed by reduced"", ""condition"": ""phase lambda""}]",leading_condition,nested,decrease,natural,coreference_noise
P0783,"The trend is addressed with care because it does not extrapolate smoothly. Primarily within condition gamma, the summary indicates that Trigger J, Agent BB, and, in several instances, Substance A contribute less to Profile Psi. The account never separates the relation from the condition gamma. The passage finishes without expanding the assertion beyond the defined requirement. A central statement postpones the environment information, so the audience must link the connection back to condition gamma. The specific focus of the documentation remains restricted to condition gamma.","[{""e1"": ""Trigger J"", ""e2"": ""Profile Psi"", ""relation"": ""contribute less to"", ""condition"": ""condition gamma""}, {""e1"": ""Agent BB"", ""e2"": ""Profile Psi"", ""relation"": ""contribute less to"", ""condition"": ""condition gamma""}, {""e1"": ""Substance A"", ""e2"": ""Profile Psi"", ""relation"": ""contribute less to"", ""condition"": ""condition gamma""}]",leading_condition,nested,decrease,natural,sentence_distance
P0784,"The proof is provided as situational rather than global. Predominantly within context nu, the significant trend indicates that Exposure T, Compound Q, and, in several instances, Signal EE reduces Profile Psi. The surrounding terminology opposes a universal interpretation. The surrounding terminology opposes a universal interpretation. A secondary comment states that some descriptions condense the specifics, but the primary tuple remains definite enough to document. The analyst must consequently overlook the adjacent but non-pertinent hint.","[{""e1"": ""Exposure T"", ""e2"": ""Profile Psi"", ""relation"": ""reduces"", ""condition"": ""context nu""}, {""e1"": ""Compound Q"", ""e2"": ""Profile Psi"", ""relation"": ""reduces"", ""condition"": ""context nu""}, {""e1"": ""Signal EE"", ""e2"": ""Profile Psi"", ""relation"": ""reduces"", ""condition"": ""context nu""}]",leading_condition,nested,decrease,natural,partial_information
P0787,"The trend is addressed with care because it does not extrapolate smoothly. Within condition beta, Substance B, Compound N, and, in several instances, Element L result in a lower State Phi. The surrounding terminology opposes a universal interpretation. The surrounding terminology opposes a universal interpretation. The account briefly mentions that Profile O is analyzed near Module K within surface state orange; this remains non-pertinent to the primary connection. The specific focus of the documentation remains restricted to condition beta.","[{""e1"": ""Substance B"", ""e2"": ""State Phi"", ""relation"": ""result in a lower"", ""condition"": ""condition beta""}, {""e1"": ""Compound N"", ""e2"": ""State Phi"", ""relation"": ""result in a lower"", ""condition"": ""condition beta""}, {""e1"": ""Element L"", ""e2"": ""State Phi"", ""relation"": ""result in a lower"", ""condition"": ""condition beta""}]",leading_condition,nested,decrease,contrastive,distractor_relation
P0788,"The commentary indicates early on that the environment is crucial for interpretation. Within phase sigma, the summary states that Compound Q, Exposure DD, and, in a more restricted version, Factor X reduce Outcome P. The specific phrasing carries more weight here than any universal prior assumption. Nothing in the passage transforms the condition-restricted observation into a global principle. Only after a middle statement does the account clarify that the significant requirement is phase sigma. The surrounding terminology opposes a universal interpretation.","[{""e1"": ""Compound Q"", ""e2"": ""Outcome P"", ""relation"": ""reduce"", ""condition"": ""phase sigma""}, {""e1"": ""Exposure DD"", ""e2"": ""Outcome P"", ""relation"": ""reduce"", ""condition"": ""phase sigma""}, {""e1"": ""Factor X"", ""e2"": ""Outcome P"", ""relation"": ""reduce"", ""condition"": ""phase sigma""}]",leading_condition,nested,decrease,contrastive,sentence_distance
P0789,"The report highlights that the identified trend relies on specific circumstances. Within condition beta, the summary indicates that Module CC, Substance A, and, in several instances, Compound N reduce Response T. This phrasing prevents the audience from treating the assertion as universal. The surrounding terminology opposes a universal interpretation. At one point, the passage acknowledges that the documentation is unfinished, even though the primary connection remains identifiable. The surrounding terminology opposes a universal interpretation.","[{""e1"": ""Module CC"", ""e2"": ""Response T"", ""relation"": ""reduce"", ""condition"": ""condition beta""}, {""e1"": ""Substance A"", ""e2"": ""Response T"", ""relation"": ""reduce"", ""condition"": ""condition beta""}, {""e1"": ""Compound N"", ""e2"": ""Response T"", ""relation"": ""reduce"", ""condition"": ""condition beta""}]",leading_condition,nested,decrease,contrastive,partial_information
P0792,"The commentary indicates early on that environment is crucial for interpretation. Within specific environments, Signal V, Protein Z, and, in several instances, Intervention FF reduces State Phi. Consequently, the connection cannot be interpreted independently from its specified requirement. Nothing in the passage transforms the condition-restricted observation into a global principle. A secondary comment mentions Variable D, which is only slightly connected to Marker F within calendar phase green, though it never connects back to State Phi. The analyst must consequently overlook the adjacent but non-pertinent hint.","[{""e1"": ""Signal V"", ""e2"": ""State Phi"", ""relation"": ""reduces"", ""condition"": ""specific environments""}, {""e1"": ""Protein Z"", ""e2"": ""State Phi"", ""relation"": ""reduces"", ""condition"": ""specific environments""}, {""e1"": ""Intervention FF"", ""e2"": ""State Phi"", ""relation"": ""reduces"", ""condition"": ""specific environments""}]",leading_condition,nested,decrease,weak_implicit,distractor_relation
P0794,"The report indicates early on that environment is crucial for interpretation. In selective contexts, the significant trend indicates that Marker M, Intervention H, and, in a more restricted version, Agent BB lowers Marker Delta. The specific phrasing maintains the bond between the assertion and state theta. The concluding statement leaves the relation explicitly limited by the requirement. A secondary comment states that some descriptions condense the specifics, but the primary tuple remains definite enough to document. The specific focus of the documentation remains restricted to specific environments connected to state theta.","[{""e1"": ""Marker M"", ""e2"": ""Marker Delta"", ""relation"": ""lowers"", ""condition"": ""state theta""}, {""e1"": ""Intervention H"", ""e2"": ""Marker Delta"", ""relation"": ""lowers"", ""condition"": ""state theta""}, {""e1"": ""Agent BB"", ""e2"": ""Marker Delta"", ""relation"": ""lowers"", ""condition"": ""state theta""}]",leading_condition,nested,decrease,weak_implicit,partial_information
P0795,"The report accommodates both reinforcing and conflicting signals. In specific settings, the significant trend indicates that Input K, Signal V, and, in several instances, Mechanism AA contribute less to Outcome P. The phrasing maintains the bond between the requirement and the connection rather than just the entities. The concluding statement leaves the relation explicitly limited by the requirement. A secondary note suggests that Signal V results in increased Outcome P elsewhere, though not within the standard used for documentation. The specific focus of the documentation remains restricted to specific environments connected to condition alpha.","[{""e1"": ""Input K"", ""e2"": ""Outcome P"", ""relation"": ""contribute less to"", ""condition"": ""condition alpha""}, {""e1"": ""Signal V"", ""e2"": ""Outcome P"", ""relation"": ""contribute less to"", ""condition"": ""condition alpha""}, {""e1"":""Mechanism AA"",""e2"":""Outcome P"",""relation"":""contribute less to"",""condition"":""condition alpha""}, {""e1"":""Signal V"",""e2"":""Outcome P"",""relation"":""results in increased"",""condition"":""elsewhere""}]",leading_condition,nested,decrease,weak_implicit,conflicting_signal
P0796,"The report opens by framing the trend as context-sensitive. Within condition gamma, Factor GG, Input K, and, in several instances, Intervention H are characterized as a configuration that reduces State U. Even so, within group rho, Factor GG reduces State U. That framing is maintained throughout the remainder of the passage. The account finishes by preserving the claim's situational boundary. The report then utilizes a condensed mention of the previous entity arrangement. The specific focus of the documentation remains restricted to condition gamma.","[{""e1"": ""Factor GG"", ""e2"": ""State U"", ""relation"": ""reduces"", ""condition"": ""condition gamma""}, {""e1"": ""Input K"", ""e2"": ""State U"", ""relation"": ""reduces"", ""condition"": ""condition gamma""}, {""e1"": ""Intervention H"", ""e2"": ""State U"", ""relation"": ""reduces"", ""condition"": ""condition gamma""}, {""e1"": ""Factor GG"", ""e2"": ""State U"", ""relation"": ""reduces"", ""condition"": ""group rho""}]",leading_condition,nested,decrease,multi_condition,coreference_noise
P0800,"The proof is framed as situational rather than global. Within state pi, the account indicates that Exposure DD, Substance B, and, in several instances, Agent R reduce Indicator Tau. Still, Exposure DD reduces Indicator Tau within phase mu. This distinction is vital because adjacent statements could easily be misinterpreted as more universal. The narrative finishes by preserving the situational boundary of the assertion. One peripheral statement suggests an opposing interpretation by mentioning that Substance B might increase Indicator Tau in different environments. That additional remark functions only as static for the analyst.","[{""e1"": ""Exposure DD"", ""e2"": ""Indicator Tau"", ""relation"": ""reduce"", ""condition"": ""state pi""}, {""e1"": ""Substance B"", ""e2"": ""Indicator Tau"", ""relation"": ""reduce"", ""condition"": ""state pi""}, {""e1"": ""Agent R"", ""e2"": ""Indicator Tau"", ""relation"": ""reduce"", ""condition"": ""state pi""}, {""e1"":""Exposure DD"",""e2"":""Indicator Tau"",""relation"":""reduce"",""condition"":""phase mu""}, {""e1"":""Substance B"",""e2"":""Indicator Tau"",""relation"":""might increase"",""condition"":""different environments""}]",leading_condition,nested,decrease,multi_condition,conflicting_signal
P0802,"The report stresses that the identified trend relies on local conditions. Within phase lambda, the account indicates that Drug Y, Exposure T, and, in several instances, Protein Z correlates with Marker Delta. The narrative never separates the connection from phase lambda. No general assertion is authorized beyond the specified situation. Outcome H has a slight connection to Marker F within the observation window rose, but that secondary observation does not involve Marker Delta. Nothing in the passage transforms the condition-restricted observation into a global principle.","[{""e1"": ""Drug Y"", ""e2"": ""Marker Delta"", ""relation"": ""correlate with"", ""condition"": ""phase lambda""}, {""e1"": ""Exposure T"", ""e2"": ""Marker Delta"", ""relation"": ""correlate with"", ""condition"": ""phase lambda""}, {""e1"": ""Protein Z"", ""e2"": ""Marker Delta"", ""relation"": ""correlate with"", ""condition"": ""phase lambda""}]",leading_condition,nested,association,explicit,distractor_relation
P0803,"The narrative stresses that the detected trend relies on specific surroundings. In instances involving group iota, the report connects Mechanism AA, Intervention FF, and, in various overviews, Input K to a scenario where it is associated with Index Chi. The text never separates the relation from group iota. Nothing within the passage transforms the context-dependent finding into a universal principle. Only following a middle sentence does the piece clarify that the applicable environment is group iota. That additional comment serves merely as interference for the extractor.","[{""e1"": ""Mechanism AA"", ""e2"": ""Index Chi"", ""relation"": ""is associated with"", ""condition"": ""group iota""}, {""e1"": ""Intervention FF"", ""e2"": ""Index Chi"", ""relation"": ""is associated with"", ""condition"": ""group iota""}, {""e1"": ""Input K"", ""e2"": ""Index Chi"", ""relation"": ""is associated with"", ""condition"": ""group iota""}]",leading_condition,nested,association,explicit,sentence_distance
P0807,"The arrangement is treated with care because it does not apply broadly. Depending on context tau, the applicable trend is that Intervention H, Mechanism AA, and, in chosen accounts, Factor GG co-occur together with Outcome Omega. The section concludes without stretching the assertion past the designated framework. The passage finishes without expanding the declaration beyond the defined environment. The text concisely mentions that Pattern N emerges alongside Marker F during calendar phase green; this remains immaterial to the target relation. The worker must consequently disregard the neighboring but irrelevant hint.","[{""e1"": ""Intervention H"", ""e2"": ""Outcome Omega"", ""relation"": ""co-occur together with"", ""condition"": ""context tau""}, {""e1"": ""Mechanism AA"", ""e2"": ""Outcome Omega"", ""relation"": ""co-occur together with"", ""condition"": ""context tau""}, {""e1"": ""Factor GG"", ""e2"": ""Outcome Omega"", ""relation"": ""co-occur together with"", ""condition"": ""context tau""}]",leading_condition,nested,association,natural,distractor_relation
P0808,"The encompassing commentary does not view the relation as inconsistent. Depending on setting upsilon, Exposure T, Compound Q, and, in certain records, Signal EE possesses a quantifiable bond with Signal Kappa. This phrasing stops the viewer from regarding the assertion as universal. The section concludes without stretching the declaration past the designated framework. The entity group is presented at the start, yet the passage keeps back the vital requirement until a subsequent line that identifies setting upsilon. The concluding statement leaves the relation clearly restricted by that premise.","[{""e1"": ""Exposure T"", ""e2"": ""Signal Kappa"", ""relation"": ""possesses a quantifiable bond with"", ""condition"": ""setting upsilon""}, {""e1"": ""Compound Q"", ""e2"": ""Signal Kappa"", ""relation"": ""possesses a quantifiable bond with"", ""condition"": ""setting upsilon""}, {""e1"": ""Signal EE"", ""e2"": ""Signal Kappa"", ""relation"": ""possesses a quantifiable bond with"", ""condition"": ""setting upsilon""}]",leading_condition,nested,association,natural,sentence_distance
P0811,"The report starts by observing that the relation fluctuates between environments. When group iota, Compound Q, Exposure DD, and, in chosen records, Factor X are associated with Symptom Q, the nearby language keeps the assertion restricted to group iota. Nothing within the section transforms the context-restricted finding into a universal principle. A subsequent line mentions them again without repeating the complete entity titles. The worker must consequently disregard the neighboring but irrelevant hint.","[{""e1"": ""Compound Q"", ""e2"": ""Symptom Q"", ""relation"": ""are associated with"", ""condition"": ""group iota""}, {""e1"": ""Exposure DD"", ""e2"": ""Symptom Q"", ""relation"": ""are associated with"", ""condition"": ""group iota""}, {""e1"": ""Factor X"", ""e2"": ""Symptom Q"", ""relation"": ""are associated with"", ""condition"": ""group iota""}]",leading_condition,nested,association,contrastive,coreference_noise
P0812,"The proof is portrayed as restricted rather than universal. When state theta, the report ties Factor GG, Input K, and, in certain accounts, Intervention H to a situation where it aligns with Symptom Q. The nearby language keeps the assertion bound to state theta. The analysis concludes by maintaining the situational boundary of the declaration. Indicator J is examined close to Factor C under timing window blue, yet that peripheral remark is not regarding Symptom Q. The nearby labeling objective stays linked to state theta.","[{""e1"": ""Factor GG"", ""e2"": ""Symptom Q"", ""relation"": ""aligns with"", ""condition"": ""state theta""}, {""e1"": ""Input K"", ""e2"": ""Symptom Q"", ""relation"": ""aligns with"", ""condition"": ""state theta""}, {""e1"": ""Intervention H"", ""e2"": ""Symptom Q"", ""relation"": ""aligns with"", ""condition"": ""state theta""}]",leading_condition,nested,association,contrastive,distractor_relation
P0817,"The chronicle provides space for both reinforcing and conflicting indicators. In restricted frameworks, the report ties Agent R, Element L, and, in certain records, Exposure DD to a situation where it frequently tends to appear with Outcome Omega. The phrasing maintains the premise bound to the relation rather than to the entity group alone. Naught within the section transforms the context-restricted finding into a universal principle. A neighboring remark mentions Response I, which is vaguely connected to Marker P under the observation window rose, though it never connects back to Outcome Omega. The nearby labeling objective stays restricted to particular environments linked to context nu.","[{""e1"": ""Agent R"", ""e2"": ""Outcome Omega"", ""relation"": ""frequently tends to appear with"", ""condition"": ""context nu""}, {""e1"": ""Element L"", ""e2"": ""Outcome Omega"", ""relation"": ""frequently tends to appear with"", ""condition"": ""context nu""}, {""e1"": ""Exposure DD"", ""e2"": ""Outcome Omega"", ""relation"": ""frequently tends to appear with"", ""condition"": ""context nu""}]",leading_condition,nested,association,weak_implicit,distractor_relation
P0818,"The report provides space for both reinforcing and conflicting indicators. Under narrower circumstances, the applicable trend is that Signal V, Protein Z, and, in a more restricted version, Intervention FF are related to Indicator Tau. That framework is upheld during the rest of the section. Naught within the passage transforms the context-restricted finding into a universal principle. The entity group is presented at the start, yet the segment holds back the vital requirement until a subsequent line that identifies the group iota. The worker must consequently disregard the neighboring but irrelevant hint.","[{""e1"": ""Signal V"", ""e2"": ""Indicator Tau"", ""relation"": ""are related to"", ""condition"": ""group iota""}, {""e1"": ""Protein Z"", ""e2"": ""Indicator Tau"", ""relation"": ""are related to"", ""condition"": ""group iota""}, {""e1"": ""Intervention FF"", ""e2"": ""Indicator Tau"", ""relation"": ""are related to"", ""condition"": ""group iota""}]",leading_condition,nested,association,weak_implicit,sentence_distance
P0819,"The proof is portrayed as restricted rather than universal. For certain individuals, Agent BB, Factor GG, and, in certain records, Marker M demonstrate a link with Marker Delta. This phrasing stops the viewer from regarding the assertion as global. Naught within the section transforms the context-restricted finding into a universal principle. The language also observes that specific accounts shorten the specifics, which presents hesitation without altering the primary relation. That additional comment serves only as interference for the worker.","[{""e1"": ""Agent BB"", ""e2"": ""Marker Delta"", ""relation"": ""demonstrate a link with"", ""condition"": ""certain individuals""}, {""e1"": ""Factor GG"", ""e2"": ""Marker Delta"", ""relation"": ""demonstrate a link with"", ""condition"": ""certain individuals""}, {""e1"": ""Marker M"", ""e2"": ""Marker Delta"", ""relation"": ""demonstrate a link with"", ""condition"": ""certain individuals""}]",leading_condition,nested,association,weak_implicit,partial_information
P0823,"The arrangement is treated with care because it does not apply broadly. When setting upsilon, the applicable trend is discovered that Substance A, Marker M, and, in numerous overviews, Trigger J are often observed with Symptom Q. Nevertheless, the same section observes that Substance A is frequently seen with Symptom Q amid phase mu. The passage consequently necessitates the viewer to monitor which environment pertains to which assertion. Naught within the segment transforms the context-restricted finding into a universal principle. The entity group is presented at the start, yet the passage keeps back the vital requirement until a subsequent line that identifies setting upsilon. The concluding statement leaves the relation clearly restricted by the premise.","[{""e1"": ""Substance A"", ""e2"": ""Symptom Q"", ""relation"": ""are often observed with"", ""condition"": ""setting upsilon""}, {""e1"": ""Marker M"", ""e2"": ""Symptom Q"", ""relation"": ""are often observed with"", ""condition"": ""setting upsilon""}, {""e1"": ""Trigger J"", ""e2"": ""Symptom Q"", ""relation"": ""are often observed with"", ""condition"": ""setting upsilon""}, {""e1"": ""Substance A"", ""e2"": ""Symptom Q"", ""relation"": ""is frequently seen with"", ""condition"": ""phase mu""}]",leading_condition,nested,association,multi_condition,sentence_distance
P0825,"The section starts by presenting the arrangement as situation-dependent. During setting omicron, the report says that Compound N, Trigger J, and, in a more limited version, Module CC appear together with Profile Psi. Meanwhile, the same passage observes that Compound N appears together with Profile Psi given condition beta. The segment consequently necessitates the viewer to monitor which environment pertains to which assertion. Naught within the portion transforms the context-restricted finding into a universal principle. A more fragile peripheral remark suggests that Trigger J is connected to Profile Psi in other places, although not under the premise utilized for labeling. The encompassing language opposes a broad interpretation.","[{""e1"": ""Compound N"", ""e2"": ""Profile Psi"", ""relation"": ""appear together with"", ""condition"": ""setting omicron""}, {""e1"": ""Trigger J"", ""e2"": ""Profile Psi"", ""relation"": ""appear together with"", ""condition"": ""setting omicron""}, {""e1"": ""Module CC"", ""e2"": ""Profile Psi"", ""relation"": ""appear together with"", ""condition"": ""setting omicron""}, {""e1"":""Compound N"",""e2"":""Profile Psi"",""relation"":""appears together with"",""condition"":""condition beta""}, {""e1"":""Trigger J"",""e2"":""Profile Psi"",""relation"":""is connected to"",""condition"":""other places""}]",leading_condition,nested,association,multi_condition,conflicting_signal
P0826,"The report distinctly segregates one environment from another before identifying the outcome. Given setting upsilon, the account says that Exposure DD, Substance B, and, in numerous overviews, Agent R impact State Phi. The nearby language keeps the assertion restricted to setting upsilon. The analysis concludes by maintaining the situational boundary of the declaration. Subsequently, they are mentioned again via the expression 'this combination', yet that repetition does not introduce a new labeling set. The nearby labeling objective stays linked to setting upsilon.","[{""e1"": ""Exposure DD"", ""e2"": ""State Phi"", ""relation"": ""impact"", ""condition"": ""setting upsilon""}, {""e1"": ""Substance B"", ""e2"": ""State Phi"", ""relation"": ""impact"", ""condition"": ""setting upsilon""}, {""e1"": ""Agent R"", ""e2"": ""State Phi"", ""relation"": ""impact"", ""condition"": ""setting upsilon""}]",leading_condition,nested,ambiguous,explicit,coreference_noise
